trial,intents,dim,learning_rate,weight_decay,dropout,router_dropout,best_epoch,epochs_ran,validation_NDCG@10,validation_Recall@10,validation_MRR@10,validation_Recall@20,validation_NDCG@20,validation_MRR@20,lambda_z,lambda_next,lambda_fine,trial_seconds,intent_initialization
1,32,64,0.0005,0.0001,0.15,0.1,1,6,0.031284273806401,0.05864509605662285,0.0229787584059576,0.08796764408493428,0.03853936305302765,0.024887243361767307,0.0,0.2,0.2,298.9383012390026,"{""fit_items"": ""warm-only"", ""intents"": 32, ""max_warm_cluster"": 597, ""min_warm_cluster"": 130}"
2,32,64,0.001,0.0001,0.15,0.1,2,7,0.031280854522265165,0.05864509605662285,0.022950270435103597,0.08442871587462084,0.037801723967350424,0.024739227569391883,0.0,0.2,0.2,337.5150752169975,"{""fit_items"": ""warm-only"", ""intents"": 32, ""max_warm_cluster"": 597, ""min_warm_cluster"": 130}"
3,64,64,0.0005,0.0001,0.15,0.1,3,8,0.030723738816894025,0.05813953488372093,0.02241682314988685,0.08746208291203236,0.03803760798638586,0.024370256573368512,0.0,0.2,0.1,373.4865658080016,"{""fit_items"": ""warm-only"", ""intents"": 64, ""max_warm_cluster"": 324, ""min_warm_cluster"": 46}"
4,64,64,0.001,0.0001,0.15,0.1,2,7,0.03122456603539289,0.05813953488372093,0.02307124400147656,0.0859453993933266,0.03815703542180485,0.02492201047276302,0.05,0.2,0.05,324.95122101099696,"{""fit_items"": ""warm-only"", ""intents"": 64, ""max_warm_cluster"": 324, ""min_warm_cluster"": 46}"
