variant,Recall@10,NDCG@10,MRR@10,Recall@20,NDCG@20,MRR@20,train_seconds,inference_ms_per_user,trainable_parameters,peak_cuda_memory_mb
FIR-MIC full,0.0596574128765505,0.03263038104090977,0.024486916247105257,0.09509746012994684,0.0416683233599821,0.027008851403828717,8.538568091000343,0.8726018972227665,363155,510.69775390625
FIR-MIC image-only,0.03071470761961016,0.017737441789168824,0.01380755491800973,0.042528056704075605,0.02064453074026195,0.014563006998371887,8.202280822999455,0.90132266036624,363155,806.38525390625
FIR-MIC text-only,0.05847607796810396,0.03162837759275246,0.02356669385612091,0.10041346721795628,0.042112111609722516,0.026379519586203822,8.324387406999449,0.858695751328685,363155,768.95166015625
