variant,Recall@10,NDCG@10,MRR@10,Recall@20,NDCG@20,MRR@20
Anchor-only,0.06142941523922032,0.032223872517623625,0.023401213212199626,0.0915534554046072,0.039681021353364675,0.025364562672664324
Past-only,0.017129356172474897,0.007081071641037631,0.0041567050131728215,0.03780271707028943,0.01220023430657953,0.005505426998064686
Future-only,0.0070880094506792675,0.0036847976256247678,0.0027151951546517403,0.012404016538688719,0.005019335609006689,0.0030763161939111354
Past+Future,0.01535735380980508,0.006020299912726422,0.0033089097028848945,0.03307737743650325,0.010426751940147116,0.004480130675957966
FIR-MIC without future bridge,0.06202008269344359,0.03318529062451107,0.02454598299252759,0.09037212049616067,0.040197686759706086,0.026386308538573648
Per-item + transition/association,0.0596574128765505,0.03263038104090977,0.024486916247105257,0.09509746012994684,0.0416683233599821,0.027008851403828717
FIR-MIC full,0.0596574128765505,0.03263038104090977,0.024486916247105257,0.09509746012994684,0.0416683233599821,0.027008851403828717
